Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDP57,20.043,low fat,0.044397197,Fruits and Vegetables,172.5827,OUT027,1985,Medium,Tier 3,Supermarket Type3,1284.7566
FDB36,13.272,Regular,0,Canned,132.1053,OUT013,1987,High,Tier 3,Supermarket Type1,-6.1933
FDZ49,,Regular,0,Others,131.4442,OUT013,1987,High,Tier 3,Supermarket Type1,814.9104
FDN03,4.538,LF,0.068201922,Baking Goods,59.0566,OUT035,2004,Small,Tier 2,Supermarket Type1,330.4744
FDD08,9.145,Low fat,0,Health and Hygiene,257.3015,OUT017,2007,,Tier 2,Supermarket Type1,1894.9439
NCF16,16.232,low fat,0.126982924,Frozen Foods,158.3518,OUT010,1998,,Tier 3,Grocery Store,292.5202
DRE03,,Low fat,0.135730268,Hard Drinks,79.0462,OUT013,1987,High,Tier 3,Supermarket Type1,864.6703
NCI36,12.588,Regular,0.161614817,Baking Goods,173.2263,OUT013,1987,High,Tier 3,Supermarket Type1,2438.4876
NCL52,18.185,Regular,0.113996295,Hard Drinks,87.9978,OUT045,2002,,Tier 2,Supermarket Type1,890.5719
DRC60,,reg,0.051860668,Dairy,158.296,OUT045,2002,,Tier 2,Supermarket Type1,620.6489
NCR58,16.903,low fat,0.302784096,Health and Hygiene,219.4837,OUT013,1987,High,Tier 3,Supermarket Type1,2125.0052
FDN09,8.14,reg,0,Household,232.9837,OUT049,1999,Medium,Tier 1,Supermarket Type1,2499.7503
FDF35,5.739,regular,0.039459991,Canned,82.5353,OUT018,2009,,Tier 3,Supermarket Type2,939.7768
NCX41,15.74,Regular,0.225666512,Breakfast,72.0221,OUT045,2002,,Tier 2,Supermarket Type1,1099.7495
DRE45,,LF,0.078971044,Others,32.5773,OUT035,2004,Small,Tier 2,Supermarket Type1,558.4774
DRD45,6.698,low fat,0.290533477,Health and Hygiene,171.2677,OUT049,1999,Medium,Tier 1,Supermarket Type1,819.4757
FDP46,18.062,LF,0.261004595,Baking Goods,229.8465,OUT013,1987,High,Tier 3,Supermarket Type1,4532.3993
NCL35,18.383,Low fat,0.252898665,Others,149.9453,OUT049,1999,Medium,Tier 1,Supermarket Type1,2909.3302
FDG51,6.957,Regular,0,Starchy Foods,90.7857,OUT049,1999,Medium,Tier 1,Supermarket Type1,1226.1558
NCM34,,low fat,0,Snack Foods,146.8587,OUT013,1987,High,Tier 3,Supermarket Type1,862.0079
FDQ57,,Regular,0,Breads,60.2522,OUT046,1997,Small,Tier 1,Supermarket Type1,152.5117
FDN05,9.595,LF,0,Dairy,58.5178,OUT049,1999,Medium,Tier 1,Supermarket Type1,676.8732
NCG42,9.298,regular,0.140288324,Seafood,101.0561,OUT027,1985,Medium,Tier 3,Supermarket Type3,1534.5362
NCA23,21.235,Regular,0.262147148,Breakfast,81.7931,OUT045,2002,,Tier 2,Supermarket Type1,1573.7889
FDF30,,Regular,0,Meat,126.3115,OUT049,1999,Medium,Tier 1,Supermarket Type1,594.9811
DRJ48,6.149,Regular,0,Snack Foods,248.7549,OUT049,1999,Medium,Tier 1,Supermarket Type1,5079.631
DRF20,17.253,LF,0,Seafood,134.1892,OUT019,1985,Small,Tier 1,Grocery Store,85.5277
NCH43,17.935,Low fat,0.277593005,Hard Drinks,96.5606,OUT035,2004,Small,Tier 2,Supermarket Type1,1251.9695
FDR36,,Regular,0,Starchy Foods,229.1579,OUT027,1985,Medium,Tier 3,Supermarket Type3,3995.546
DRC10,,low fat,0.228327667,Others,242.8486,OUT013,1987,High,Tier 3,Supermarket Type1,908.5007
FDF02,,Low fat,0.228428598,Meat,60.1649,OUT018,2009,Medium,Tier 3,Supermarket Type2,821.0365
FDL06,16.918,Regular,0.131453434,Others,233.2486,OUT027,1985,Medium,Tier 3,Supermarket Type3,4418.1257
NCP22,19.158,Low Fat,0.189770299,Hard Drinks,187.5137,OUT046,1997,Small,Tier 1,Supermarket Type1,3570.9229
FDO60,17.833,Regular,0.306442249,Health and Hygiene,48.06,OUT010,1998,,Tier 3,Grocery Store,122.4572
DRK40,,low fat,0.271360022,Soft Drinks,84.0176,OUT010,1998,,Tier 3,Grocery Store,134.5661
FDY31,7.513,Regular,0.112630168,Others,60.6479,OUT049,1999,Medium,Tier 1,Supermarket Type1,428.7768
FDD21,20.739,low fat,0.264343954,Dairy,149.2138,OUT046,1997,Small,Tier 1,Supermarket Type1,1280.3429
NCJ26,13.187,regular,0.18640427,Meat,171.316,OUT035,2004,Small,Tier 2,Supermarket Type1,2904.5466
FDN41,5.021,Low fat,0,Household,253.649,OUT027,1985,Medium,Tier 3,Supermarket Type3,3208.6667
NCL08,17.788,Low fat,0,Seafood,130.5562,OUT017,2007,,Tier 2,Supermarket Type1,2637.695
DRF30,11.855,low fat,0.201599327,Household,177.7355,OUT018,2009,Medium,Tier 3,Supermarket Type2,1047.065
NCF15,5.842,low fat,0.061688097,Breakfast,201.3285,OUT035,2004,Small,Tier 2,Supermarket Type1,522.6361
FDS39,6.912,Low fat,0.258080132,Seafood,204.2858,OUT035,2004,Small,Tier 2,Supermarket Type1,637.176
DRI02,9.822,Low Fat,0,Seafood,199.5768,OUT035,2004,Small,Tier 2,Supermarket Type1,3959.2528
FDY46,9.201,Low fat,0.076437124,Snack Foods,104.4408,OUT018,2009,Medium,Tier 3,Supermarket Type2,2060.5739
FDO14,13.993,Regular,0,Household,171.6877,OUT046,1997,Small,Tier 1,Supermarket Type1,2853.5522
FDT39,13.141,Low Fat,0,Canned,145.9839,OUT049,1999,Medium,Tier 1,Supermarket Type1,2965.3951
FDM45,14.298,regular,0.022260037,Household,244.6688,OUT046,1997,Small,Tier 1,Supermarket Type1,2564.0762
FDX25,6.197,Low Fat,0.200240305,Baking Goods,139.9679,OUT019,1985,Small,Tier 1,Grocery Store,738.6823
DRF43,12.901,reg,0.320226695,Breads,37.7043,OUT046,1997,Small,Tier 1,Supermarket Type1,648.6861
FDR16,7.159,regular,0,Breakfast,143.6078,OUT010,1998,,Tier 3,Grocery Store,240.8776
FDZ04,10.458,regular,0.252290795,Breads,32.6264,OUT013,1987,,Tier 3,Supermarket Type1,529.6768
DRC52,21.114,Regular,0.268239313,Hard Drinks,73.1795,OUT049,1999,Medium,Tier 1,Supermarket Type1,846.054
FDH30,5.529,Regular,0,Starchy Foods,191.6736,OUT027,1985,Medium,Tier 3,Supermarket Type3,3394.1129
FDF03,6.768,Regular,0.279651666,Fruits and Vegetables,222.1177,OUT013,1987,High,Tier 3,Supermarket Type1,575.1873
FDK52,,reg,0,Frozen Foods,235.7549,OUT018,2009,Medium,Tier 3,Supermarket Type2,2505.2874
DRI38,14.196,Regular,0.232692427,Snack Foods,75.1253,OUT019,1985,Small,Tier 1,Grocery Store,226.4036
FDP56,,low fat,0.011055568,Starchy Foods,249.4,OUT035,2004,Small,Tier 2,Supermarket Type1,2239.0176
DRI53,20.483,regular,0,Snack Foods,174.5464,OUT045,2002,,Tier 2,Supermarket Type1,2939.8459
FDP21,9.755,low fat,0,Meat,233.7127,OUT045,2002,,Tier 2,Supermarket Type1,2080.828
FDT26,,Regular,0.249428068,Frozen Foods,103.0371,OUT035,2004,Small,Tier 2,Supermarket Type1,1450.8665
FDV19,21.008,Low Fat,0,Hard Drinks,141.0043,OUT018,2009,Medium,Tier 3,Supermarket Type2,876.1391
NCM05,17.992,Regular,0.184773238,Meat,120.2933,OUT013,1987,High,Tier 3,Supermarket Type1,1466.1268
FDQ14,13.099,Regular,0,Health and Hygiene,156.0636,OUT017,2007,,Tier 2,Supermarket Type1,3169.0797
DRC20,12.344,Regular,0,Seafood,120.5409,OUT045,2002,,Tier 2,Supermarket Type1,1230.746
FDZ58,,Regular,0,Fruits and Vegetables,68.4435,OUT013,1987,High,Tier 3,Supermarket Type1,1359.68
FDX41,,LF,0.010541314,Hard Drinks,140.1651,OUT027,1985,Medium,Tier 3,Supermarket Type3,884.4369
DRA04,,Low Fat,0.013419532,Household,79.9522,OUT019,1985,Small,Tier 1,Grocery Store,113.3488
FDH04,16.473,LF,0,Household,130.1413,OUT017,2007,,Tier 2,Supermarket Type1,1706.104
FDI21,8.134,Regular,0,Baking Goods,95.5795,OUT013,1987,High,Tier 3,Supermarket Type1,528.8137
FDP07,,reg,0,Health and Hygiene,131.375,OUT045,2002,,Tier 2,Supermarket Type1,1329.2388
FDJ56,5.051,regular,0.169051654,Breakfast,63.2531,OUT013,1987,High,Tier 3,Supermarket Type1,984.2684
NCF43,15.402,Low Fat,0.212635141,Meat,212.4556,OUT045,2002,,Tier 2,Supermarket Type1,3210.5229
NCD50,16.049,Low Fat,0,Dairy,80.9501,OUT049,1999,Medium,Tier 1,Supermarket Type1,1589.3278
NCX18,17.401,Regular,0,Fruits and Vegetables,228.9923,OUT019,1985,Small,Tier 1,Grocery Store,930.8848
NCB53,17.662,Regular,0.108499803,Breakfast,251.2315,OUT018,2009,Medium,Tier 3,Supermarket Type2,4143.5387
NCI12,18.284,Low Fat,0.10213165,Breads,190.2999,OUT035,2004,Small,Tier 2,Supermarket Type1,1995.4709
DRA44,,Low fat,0.061973798,Meat,103.5707,OUT018,2009,Medium,Tier 3,Supermarket Type2,860.8252
DRB10,19.155,low fat,0,Snack Foods,250.8541,OUT018,2009,Medium,Tier 3,Supermarket Type2,4330.6199
NCL35,6.24,Low fat,0,Snack Foods,260.0338,OUT013,1987,High,Tier 3,Supermarket Type1,2742.9207
FDS05,4.699,LF,0,Starchy Foods,240.0291,OUT027,1985,Medium,Tier 3,Supermarket Type3,712.494
FDD23,16.916,low fat,0.296823742,Others,146.0905,OUT027,1985,Medium,Tier 3,Supermarket Type3,2534.5374
FDZ22,21.159,Low Fat,0.180659946,Fruits and Vegetables,197.2988,OUT018,2009,Medium,Tier 3,Supermarket Type2,4183.3031
DRE28,11.196,reg,0.250386354,Canned,152.108,OUT018,2009,Medium,Tier 3,Supermarket Type2,2825.7008
FDR59,15.238,low fat,0.25509638,Breakfast,66.0153,OUT019,1985,Small,Tier 1,Grocery Store,130.2475
DRF30,,Regular,0.107075818,Health and Hygiene,116.0223,OUT045,2002,,Tier 2,Supermarket Type1,749.6185
FDA30,15.777,low fat,0,Meat,245.0496,OUT046,1997,Small,Tier 1,Supermarket Type1,3907.1843
NCH41,14.405,Regular,0,Health and Hygiene,109.3268,OUT017,2007,,Tier 2,Supermarket Type1,1687.5733
FDL53,6.262,Regular,0.239866975,Starchy Foods,65.8861,OUT017,2007,,Tier 2,Supermarket Type1,681.9241
DRH14,12.567,Regular,0.090732473,Soft Drinks,252.8042,OUT017,2007,,Tier 2,Supermarket Type1,1309.5532
DRA48,,low fat,0.160674468,Baking Goods,196.1807,OUT013,1987,High,Tier 3,Supermarket Type1,3860.5996
DRB44,,LF,0,Others,59.0089,OUT018,2009,Medium,Tier 3,Supermarket Type2,427.1914
FDB03,16.344,Low fat,0,Meat,215.5519,OUT027,1985,Medium,Tier 3,Supermarket Type3,4708.4913
NCP49,15.437,reg,0.049252482,Household,235.1305,OUT018,2009,Medium,Tier 3,Supermarket Type2,4731.1646
FDH44,6.946,low fat,0.122766763,Health and Hygiene,201.0432,OUT049,1999,Medium,Tier 1,Supermarket Type1,1805.0751
DRD45,19.981,Regular,0.016208319,Starchy Foods,112.663,OUT045,2002,,Tier 2,Supermarket Type1,999.149
FDF28,16.568,Regular,0.096547303,Fruits and Vegetables,250.8083,OUT010,1998,,Tier 3,Grocery Store,124.2871
FDX40,14.717,reg,0,Health and Hygiene,115.3512,OUT017,2007,,Tier 2,Supermarket Type1,630.7173
DRA34,6.303,Regular,0.302247515,Dairy,60.6369,OUT019,1985,,Tier 1,Grocery Store,173.8298
NCF42,19.658,Regular,0,Snack Foods,125.2926,OUT017,2007,,Tier 2,Supermarket Type1,862.2133
DRF38,14.103,LF,0.262492488,Starchy Foods,216.556,OUT035,2004,Small,Tier 2,Supermarket Type1,3702.0043
FDT60,19.84,Regular,0.326956966,Dairy,243.3782,OUT045,2002,,Tier 2,Supermarket Type1,3437.776
DRB57,4.916,Regular,0.11187038,Canned,48.1102,OUT018,2009,Medium,Tier 3,Supermarket Type2,731.9281
DRF17,15.74,Regular,0.054803459,Hard Drinks,38.8087,OUT017,2007,,Tier 2,Supermarket Type1,362.9795
FDR32,6.111,regular,0.140823362,Soft Drinks,118.7555,OUT045,2002,,Tier 2,Supermarket Type1,1881.488
DRE59,15.423,reg,0.270094533,Hard Drinks,205.1833,OUT010,1998,,Tier 3,Grocery Store,1044.5507
DRH10,5.572,low fat,0.2570001,Fruits and Vegetables,46.1903,OUT013,1987,High,Tier 3,Supermarket Type1,690.7129
DRF20,5.021,Regular,0.111252501,Fruits and Vegetables,231.9981,OUT010,1998,,Tier 3,Grocery Store,555.6326
FDU13,4.534,Regular,0.304725652,Seafood,59.6497,OUT046,1997,Small,Tier 1,Supermarket Type1,448.2739
FDZ28,10.857,LF,0.075143832,Others,104.4918,OUT019,1985,Small,Tier 1,Grocery Store,521.4274
FDD15,20.78,Low Fat,0.092364966,Seafood,184.0397,OUT035,2004,Small,Tier 2,Supermarket Type1,3869.9047
FDQ44,21.056,Regular,0.241484273,Snack Foods,213.0814,OUT019,1985,Small,Tier 1,Grocery Store,568.7681
FDF29,9.871,reg,0.273265499,Breakfast,264.4609,OUT046,1997,,Tier 1,Supermarket Type1,3331.7707
FDU05,19.59,low fat,0.142540792,Others,67.0533,OUT046,1997,,Tier 1,Supermarket Type1,777.0687
FDJ57,8.99,Regular,0,Snack Foods,48.0637,OUT017,2007,,Tier 2,Supermarket Type1,181.0412
FDO42,18.705,Regular,0.074739047,Baking Goods,215.0434,OUT049,1999,Medium,Tier 1,Supermarket Type1,3985.3138
DRH17,19.64,Low fat,0.236028709,Seafood,259.9956,OUT027,1985,Medium,Tier 3,Supermarket Type3,2152.775
FDI40,9.245,reg,0.303147125,Breads,83.1088,OUT049,1999,Medium,Tier 1,Supermarket Type1,1430.1049
DRK35,4.505,Low fat,0.114655277,Canned,55.6775,OUT046,1997,,Tier 1,Supermarket Type1,581.2603
NCA10,16.418,Regular,0.178802063,Starchy Foods,201.1649,OUT045,2002,,Tier 2,Supermarket Type1,3673.649
NCK27,6.115,Low Fat,0.252735935,Hard Drinks,139.1429,OUT018,2009,,Tier 3,Supermarket Type2,1057.6253
NCB20,14.238,low fat,0,Starchy Foods,259.4447,OUT013,1987,High,Tier 3,Supermarket Type1,4935.1206
FDO30,10.189,reg,0.151284003,Canned,74.9463,OUT017,2007,,Tier 2,Supermarket Type1,1616.1329
NCI31,,Regular,0.283611062,Hard Drinks,39.1315,OUT049,1999,Medium,Tier 1,Supermarket Type1,497.8843
FDZ36,,Regular,0.231242408,Starchy Foods,142.3147,OUT017,2007,,Tier 2,Supermarket Type1,2160.229
FDR37,4.981,Regular,0,Fruits and Vegetables,131.6307,OUT017,2007,,Tier 2,Supermarket Type1,1100.6122
DRA50,9.414,Low Fat,0.319539445,Hard Drinks,47.5862,OUT010,1998,,Tier 3,Grocery Store,130.6624
DRF20,15.832,low fat,0,Fruits and Vegetables,171.8608,OUT013,1987,High,Tier 3,Supermarket Type1,2889.9468
DRK08,7.601,regular,0.274291295,Health and Hygiene,34.1715,OUT045,2002,,Tier 2,Supermarket Type1,569.0152
NCD02,20.489,LF,0,Others,162.3285,OUT035,2004,Small,Tier 2,Supermarket Type1,987.0181
FDW08,6.231,Regular,0.325853246,Seafood,206.3095,OUT046,1997,Small,Tier 1,Supermarket Type1,976.5375
FDZ38,11.053,regular,0,Meat,44.5054,OUT010,1998,,Tier 3,Grocery Store,106.9099
NCF20,,reg,0.034928894,Breads,104.548,OUT010,1998,,Tier 3,Grocery Store,344.7249
DRJ13,,regular,0.182922411,Starchy Foods,242.3442,OUT049,1999,Medium,Tier 1,Supermarket Type1,2279.1683
NCA25,4.607,reg,0.205147323,Dairy,262.0126,OUT013,1987,High,Tier 3,Supermarket Type1,3081.142
FDM37,,Regular,0.063019415,Health and Hygiene,71.8401,OUT018,2009,Medium,Tier 3,Supermarket Type2,401.133
FDM02,11.224,low fat,0.095017381,Baking Goods,47.6733,OUT018,2009,Medium,Tier 3,Supermarket Type2,1035.1802
NCC09,7.099,regular,0.253606789,Soft Drinks,237.7681,OUT046,1997,Small,Tier 1,Supermarket Type1,1361.9389
FDI32,11.24,low fat,0.026451145,Household,76.7853,OUT035,2004,Small,Tier 2,Supermarket Type1,1000.5935
NCF51,14.151,regular,0.17189166,Frozen Foods,101.7819,OUT035,2004,Small,Tier 2,Supermarket Type1,905.148
FDT42,18.864,Regular,0.10135462,Dairy,56.9914,OUT027,1985,Medium,Tier 3,Supermarket Type3,805.4749
FDO41,15.411,Regular,0,Baking Goods,65.6071,OUT017,2007,,Tier 2,Supermarket Type1,262.7176
FDL37,15.122,LF,0.189798454,Meat,32.1591,OUT027,1985,Medium,Tier 3,Supermarket Type3,339.3047
FDO45,12.394,Regular,0.135103352,Soft Drinks,65.2393,OUT019,1985,Small,Tier 1,Grocery Store,63.7396
NCL30,16.199,low fat,0.247373836,Meat,180.5892,OUT045,2002,,Tier 2,Supermarket Type1,3904.6901
FDT45,15.497,Regular,0,Snack Foods,189.2136,OUT017,2007,,Tier 2,Supermarket Type1,1151.7432
FDM53,5.436,Regular,0.259324288,Health and Hygiene,184.165,OUT046,1997,Small,Tier 1,Supermarket Type1,1079.2725
NCF48,16.409,low fat,0.122641326,Seafood,149.0673,OUT013,1987,High,Tier 3,Supermarket Type1,603.7521
FDV56,,Regular,0.224068445,Meat,156.9196,OUT046,1997,Small,Tier 1,Supermarket Type1,675.2224
DRH59,10.885,Regular,0.270724958,Frozen Foods,172.1558,OUT035,2004,Small,Tier 2,Supermarket Type1,2941.2392
FDG58,17.056,Regular,0,Baking Goods,228.5012,OUT046,1997,Small,Tier 1,Supermarket Type1,4859.5386
FDT55,9.171,regular,0.193618273,Frozen Foods,173.5595,OUT027,1985,Medium,Tier 3,Supermarket Type3,2632.2054
FDM54,13.323,reg,0,Household,145.3258,OUT049,1999,Medium,Tier 1,Supermarket Type1,2370.5955
DRZ12,18.408,regular,0.048818033,Seafood,226.2394,OUT046,1997,Small,Tier 1,Supermarket Type1,1840.1905
NCK43,6.203,regular,0.224871058,Starchy Foods,238.8066,OUT045,2002,,Tier 2,Supermarket Type1,4430.5856
FDF30,6.68,reg,0,Fruits and Vegetables,244.0653,OUT045,2002,,Tier 2,Supermarket Type1,4326.6964
NCX12,6.478,low fat,0.166829628,Baking Goods,185.1915,OUT013,1987,High,Tier 3,Supermarket Type1,3290.9221
DRF22,7.854,Regular,0.147876947,Soft Drinks,75.6476,OUT049,1999,Medium,Tier 1,Supermarket Type1,1169.8147
NCI29,13.182,reg,0.067180083,Breakfast,167.1595,OUT018,2009,Medium,Tier 3,Supermarket Type2,1674.4698
FDM42,,Regular,0,Health and Hygiene,106.0372,OUT018,2009,Medium,Tier 3,Supermarket Type2,433.9137
DRZ50,10.981,Low fat,0,Breads,66.7038,OUT035,2004,Small,Tier 2,Supermarket Type1,727.9625
FDO50,15.853,reg,0.046508733,Breakfast,233.2498,OUT046,1997,Small,Tier 1,Supermarket Type1,4723.8694
DRZ13,,Low Fat,0.291865746,Baking Goods,184.6238,OUT010,1998,,Tier 3,Grocery Store,428.3951
FDV42,6.978,regular,0.184329832,Fruits and Vegetables,251.3618,OUT035,2004,Small,Tier 2,Supermarket Type1,1206.3654
FDN60,14.718,reg,0.13487378,Household,93.3355,OUT010,1998,,Tier 3,Grocery Store,199.6169
NCA26,11.169,LF,0.075010919,Starchy Foods,88.6154,OUT013,1987,High,Tier 3,Supermarket Type1,353.5221
DRB04,18.02,LF,0.295335515,Others,124.8185,OUT018,2009,Medium,Tier 3,Supermarket Type2,351.8255
NCM42,19.345,low fat,0,Household,88.5392,OUT027,1985,Medium,Tier 3,Supermarket Type3,458.5208
NCA33,14.962,Regular,0.020399208,Household,216.6205,OUT013,1987,High,Tier 3,Supermarket Type1,1073.5168
FDR10,,Regular,0.191709049,Hard Drinks,202.8382,OUT018,2009,,Tier 3,Supermarket Type2,4207.5534
NCB51,20.84,Regular,0.032594157,Snack Foods,258.775,OUT046,1997,Small,Tier 1,Supermarket Type1,1442.9739
DRB35,19.675,reg,0.283151309,Snack Foods,49.6675,OUT017,2007,,Tier 2,Supermarket Type1,372.2295
DRF60,12.238,reg,0,Hard Drinks,81.9127,OUT027,1985,Medium,Tier 3,Supermarket Type3,1195.5357
DRB56,10.7,low fat,0,Soft Drinks,33.8156,OUT013,1987,High,Tier 3,Supermarket Type1,513.6168
DRF28,11.239,regular,0,Health and Hygiene,206.8578,OUT010,1998,,Tier 3,Grocery Store,409.7352
NCP59,9.949,low fat,0.11171983,Dairy,249.7605,OUT045,2002,,Tier 2,Supermarket Type1,933.8906
FDF38,16.168,regular,0,Meat,198.6407,OUT046,1997,Small,Tier 1,Supermarket Type1,621.1999
FDZ55,6.409,low fat,0,Hard Drinks,156.4575,OUT017,2007,,Tier 2,Supermarket Type1,585.4275
FDL26,14.89,Low fat,0.056645334,Snack Foods,169.6308,OUT027,1985,Medium,Tier 3,Supermarket Type3,3143.6714
NCG58,15.126,low fat,0.089161191,Starchy Foods,173.3571,OUT049,1999,Medium,Tier 1,Supermarket Type1,3371.5863
FDR32,,Low fat,0.151980521,Dairy,104.7732,OUT046,1997,Small,Tier 1,Supermarket Type1,415.6103
NCB32,,reg,0.222752582,Meat,72.7562,OUT035,2004,Small,Tier 2,Supermarket Type1,1378.8626
FDE36,18.206,Regular,0.130990084,Dairy,237.1989,OUT049,1999,Medium,Tier 1,Supermarket Type1,2750.1739
NCC42,8.98,regular,0.30189959,Baking Goods,126.2066,OUT027,1985,Medium,Tier 3,Supermarket Type3,2204.9537
FDR54,9.994,low fat,0,Canned,79.9899,OUT035,2004,Small,Tier 2,Supermarket Type1,901.6549
FDI14,20.744,low fat,0.042501044,Health and Hygiene,219.3936,OUT018,2009,Medium,Tier 3,Supermarket Type2,3925.4274
FDN59,12.895,Low fat,0.111701487,Health and Hygiene,196.1824,OUT027,1985,Medium,Tier 3,Supermarket Type3,3468.6575
FDE09,9.299,regular,0.088431187,Hard Drinks,195.0812,OUT018,2009,Medium,Tier 3,Supermarket Type2,1888.0161
FDW31,9.316,LF,0.165285551,Others,104.3138,OUT046,1997,Small,Tier 1,Supermarket Type1,2070.2592
FDF37,13.825,regular,0.323372702,Canned,189.0693,OUT046,1997,Small,Tier 1,Supermarket Type1,633.2893
NCA45,6.797,Low fat,0.235093133,Seafood,48.5574,OUT049,1999,Medium,Tier 1,Supermarket Type1,822.7183
DRB07,15.514,regular,0,Soft Drinks,160.0108,OUT046,1997,Small,Tier 1,Supermarket Type1,1803.2866
NCH29,,Low fat,0,Dairy,143.2845,OUT018,2009,Medium,Tier 3,Supermarket Type2,2421.5361
NCK25,7.8,Low Fat,0.298591698,Canned,108.7884,OUT017,2007,,Tier 2,Supermarket Type1,1648.2333
FDL24,8.512,low fat,0.236369302,Starchy Foods,45.9804,OUT049,1999,Medium,Tier 1,Supermarket Type1,607.8093
NCA30,19.286,Regular,0.315412589,Others,201.9514,OUT049,1999,Medium,Tier 1,Supermarket Type1,2933.3622
NCX15,10.799,Regular,0,Household,41.8632,OUT046,1997,Small,Tier 1,Supermarket Type1,879.3092
NCB13,,Low fat,0.108213087,Breads,163.44,OUT017,2007,,Tier 2,Supermarket Type1,3552.2336
FDD50,6.519,Regular,0.252267691,Household,231.7988,OUT027,1985,Medium,Tier 3,Supermarket Type3,926.1598
DRK01,16.57,LF,0.154294678,Dairy,219.3622,OUT049,1999,Medium,Tier 1,Supermarket Type1,683.0539
FDF44,,low fat,0,Frozen Foods,170.0328,OUT013,1987,High,Tier 3,Supermarket Type1,670.397
NCC44,7.379,Low fat,0.219768165,Meat,195.4195,OUT018,2009,Medium,Tier 3,Supermarket Type2,1622.5566
FDS27,,Low fat,0.279976472,Starchy Foods,199.3073,OUT049,1999,Medium,Tier 1,Supermarket Type1,1037.842
NCG45,5.54,Regular,0.042504398,Fruits and Vegetables,187.4721,OUT027,1985,Medium,Tier 3,Supermarket Type3,3487.2157
NCB42,7.537,Regular,0,Starchy Foods,71.6538,OUT049,1999,Medium,Tier 1,Supermarket Type1,1058.3362
FDO45,10.261,Regular,0,Breads,152.5667,OUT018,2009,Medium,Tier 3,Supermarket Type2,2537.516
DRA53,5.736,Regular,0.254660732,Health and Hygiene,266.2905,OUT013,1987,High,Tier 3,Supermarket Type1,5587.4533
NCG28,8.118,regular,0,Breads,38.236,OUT013,1987,High,Tier 3,Supermarket Type1,206.4099
NCH51,12.861,low fat,0.048454794,Breads,244.691,OUT013,1987,High,Tier 3,Supermarket Type1,1647.2947
FDO46,13.179,Regular,0.269691774,Seafood,217.8219,OUT046,1997,Small,Tier 1,Supermarket Type1,2017.7111
DRE17,,Regular,0.203724387,Soft Drinks,171.2172,OUT018,2009,Medium,Tier 3,Supermarket Type2,907.0647
FDN16,18.636,Low fat,0.265249333,Baking Goods,96.0712,OUT045,2002,,Tier 2,Supermarket Type1,1377.0528
DRK02,14.266,LF,0,Fruits and Vegetables,51.9852,OUT010,1998,,Tier 3,Grocery Store,242.3332
NCI42,18.786,low fat,0.084781158,Fruits and Vegetables,59.7592,OUT046,1997,Small,Tier 1,Supermarket Type1,392.2681
DRB36,17.847,low fat,0.085463329,Others,146.5589,OUT049,1999,Medium,Tier 1,Supermarket Type1,1753.0079
FDK23,16.021,reg,0.070514487,Frozen Foods,35.2883,OUT017,2007,,Tier 2,Supermarket Type1,748.8702
NCJ33,16.606,Regular,0,Baking Goods,96.9041,OUT027,1985,Medium,Tier 3,Supermarket Type3,1121.1712
FDG54,19.285,reg,0.204663621,Soft Drinks,61.1149,OUT049,1999,Medium,Tier 1,Supermarket Type1,850.9743
NCF14,14.151,low fat,0,Household,245.787,OUT049,1999,Medium,Tier 1,Supermarket Type1,1310.613
NCD30,16.494,Low fat,0.268145605,Others,254.8964,OUT018,2009,Medium,Tier 3,Supermarket Type2,5586.9833
FDZ27,,Low Fat,0.112640037,Breakfast,221.9421,OUT017,2007,,Tier 2,Supermarket Type1,4304.4761
